ID,Name,Author,Publisher,Publishing_Date,Format,Pages,Rating
700,"Color By Number Books For Girls: Unicorn Coloring Books for Girls: Butterflies and More Relaxing Colouring Book Designs For Girls (Ages 4-8, 9-12, Teens & Adults)",Karen Art,CreateSpace Independent Publishing Platform,2018-3-4,Paperback,56.0,
701,The First Book of Lankhmar (Fantasy Masterworks),Fritz Leiber,Gollancz,2001-6-14,Paperback,768.0,4.5
702,The Wise Man's Fear (Kingkiller Chronicle),Patrick Rothfuss,DAW,2013-4-2,Kindle,1120.0,4.6
703,"A Game of Thrones (A Song of Ice and Fire, Book 1)",George R. R. Martin,Bantam,2011-3-22,Paperback,864.0,4.7
704,A Wrinkle in Time Movie Tie-In Edition (A Wrinkle in Time Quintet),Madeleine L'Engle,Square Fish,2017-11-7,Kindle,256.0,4.5
705,Harry Potter and the Sorcerer's Stone,J.K. Rowling,Scholastic,,Hardcover,309.0,4.7
706,Fahrenheit 451,Ray Bradbury,Simon & Schuster,2012-1-10,Paperback,249.0,4.4
707,Final Fantasy XV A New Empire Game Guide Unofficial,Hse Strategies,CreateSpace Independent Publishing Platform,2017-8-19,Paperback,48.0,2.5
708,"Magical World and Amazing Mythical Animals: Adult Coloring Book Centaur, Phoenix, Mermaids, Pegasus, Unicorn, Dragon, Hydra and other.",Adult Coloring Book,CreateSpace Independent Publishing Platform,2017-4-6,Hardcover,66.0,3.7
709,Hungarian Fantasy (Kalmus Edition),Franz Liszt,Alfred Music,1985-3-1,Kindle,40.0,
710,Princeless Short Stories Volume 1 (Princeless Short Stories Tp),Jeremy Whitley,Action Lab Entertainment,2014-5-27,Hardcover,128.0,3.8
711,Turned (Book #1 in the Vampire Journals),Morgan Rice,Morgan Rice,2011-3-10,Kindle,120.0,3.9
712,Final Fantasy Crystal Chronicles: Ring of Fates (Bradygames Official Strategy Guides),BradyGames,Brady Games,2008-3-4,Hardcover,208.0,5.0
713,The One and Only Ivan,Katherine Applegate,HarperCollins,2015-1-6,Kindle,336.0,4.8
714,The Last Wish: Introducing The Witcher,Andrzej Sapkowski,Orbit,2008-5-1,Hardcover,384.0,4.6
715,The Underground Railroad: A Novel,Colson Whitehead,Anchor,2016-1-30,Paperback,336.0,4.1
716,"Hunter x Hunter, Vol. 34",Yoshihiro Togashi,VIZ Media LLC,2018-3-6,Paperback,208.0,5.0
717,Azure: The Silver Series Book 5,Cheree Lynn Alsop,CreateSpace Independent Publishing Platform,2012-5-3,Kindle,226.0,4.5
718,The Blade Witch (Songs of Eldrin) (Volume 1),Nygel Oglesby,CreateSpace Independent Publishing Platform,2017-11-26,Paperback,268.0,4.5
719,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,Scholastic Paperbacks,2001-10-1,Kindle,448.0,4.7
720,Harry Potter And The Goblet Of Fire,J.K. Rowling,Scholastic Paperbacks,2002-9-1,Hardcover,752.0,4.7
721,Fantasy World: Grayscale Photo Coloring Book for Adults,Majestic Coloring,CreateSpace Independent Publishing Platform,2016-4-22,Paperback,52.0,3.2
722,The Fantasy Girl,Allan Taylor,First Edition Design Publishing,2017-4-7,Kindle,218.0,4.7
723,Fantasy Babes: A Gamer Glam Coloring Book,Stephanie A. Quinn,CreateSpace Independent Publishing Platform,2017-2-26,Paperback,66.0,5.0
724,In Her Name First Contact,Michael R. Hicks,Imperial Guard Publishing,2009-8-29,Hardcover,392.0,4.5
725,Lost Fantasy Hero (Class Comics),Iceman Blue,Bruno Gmuender,2015-2-1,Kindle,104.0,4.4
726,Authority: A Novel (The Southern Reach Trilogy),Jeff VanderMeer,FSG Originals,2014-5-6,Kindle,352.0,3.6
727,The Year's Best Fantasy Stories: 3 (Year's Best Fantasy),Lin Carter,DAW,1977-11-15,Kindle,240.0,2.0
728,Fantasy Impromptu: Sheet (Simply Classics Solos),Allan Small,Alfred Music,1995-1-1,Kindle,4.0,1.0
729,"Boruto, Vol. 3: Naruto Next Generations (Boruto: Naruto Next Generations)",Ukyo Kodachi,VIZ Media LLC,2018-3-6,Paperback,208.0,5.0
730,"The Wrinkle in Time Quintet Boxed Set (A Wrinkle in Time, A Wind in the Door, A Swiftly Tilting Planet, Many Waters, An Acceptable Time)",Madeleine L'Engle,Square Fish,2007-10-2,Kindle,244.0,4.7
731,Where the Wild Things Are,Maurice Sendak,HarperCollins,1984-1-1,Hardcover,48.0,4.7
732,Harry Potter And The Chamber Of Secrets,J. K. Rowling,Scholastic Paperbacks,2000-9-1,Kindle,341.0,4.7
733,Beneath A Blood Red Moon (Alliance Vampires),Heather Graham,Zebra,2012-9-4,Hardcover,384.0,4.3
734,A Wrinkle in Time (Time Quintet),Madeleine L'Engle,Square Fish,2007-5-1,Paperback,256.0,4.5
735,Cholesterol Facts & Fantasies (Health Series #2),"CNC, LNC Judith A. DeCava","Selene River Press, Inc",1994-0-0,Kindle,,5.0
736,Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,Arthur A. Levine Books,2009-7-1,Hardcover,4167.0,4.7
737,Every Day,David Levithan,Ember,2013-9-10,Paperback,400.0,4.4
738,Shorter Works for Pianoforte Solo (Dover Music for Piano),Franz Schubert,Dover Publications,1970-6-1,Kindle,204.0,4.6
739,Funny Fantasy,Alex Shvartsman,UFO Publishing,2016-4-26,Kindle,292.0,4.0
740,The Darkling Child: The Defenders of Shannara,Terry Brooks,Del Rey,2016-4-26,Hardcover,368.0,4.3
741,Harry Potter and the Half-Blood Prince (Book 6),J.K. Rowling,Scholastic Paperbacks,2006-7-25,Hardcover,652.0,4.7
742,Fantasy Baseball Math: Using Stats to Score Big in Your League (Fantasy Sports Math),Allan Morey,Capstone Press,2016-8-1,Paperback,32.0,4.5
743,Worlds Unseen (Seventh World Trilogy),Rachel Starr Thomson,Little Dozen Press,2007-11-1,Kindle,328.0,4.5
744,"How to Draw Magical, Monstrous & Mythological Creatures: Discover the magic of drawing more than 20 legendary folklore, fantasy, and horror characters (Walter Foster Studio)",Bob Berry,Walter Foster Publishing,2011-7-1,Hardcover,128.0,4.6
745,The Keep of the Lich Lord (Fabled Lands Quests) (Volume 1),Dave Morris,Fabled Lands Publishing,2014-10-26,Kindle,222.0,4.3
746,Etude Fantasy: Piano Solo,John Corigliano,"G. Schirmer, Inc.",1986-11-1,Hardcover,32.0,
747,Tricks for Free (InCryptid),Seanan McGuire,DAW,2018-3-6,Kindle,432.0,4.5
748,Ready Player One: A Novel,Ernest Cline,Broadway Books,2012-6-5,Hardcover,400.0,4.6
749,Strange Science Fantasy,Scott Morse,IDW Publishing,2011-4-12,Hardcover,196.0,5.0
750,Altdorf: A novel of The Forest Knights (Forest Knights Duology),J. K. Swift,CreateSpace Independent Publishing Platform,2012-1-8,Hardcover,320.0,4.2
751,"Dune Messiah (The Dune Chronicles, Book 2)",Frank Herbert,Ace,1987-7-15,Kindle,336.0,4.2
752,The Magicians Trilogy Boxed Set: The Magicians; The Magician King; The Magician's Land,Lev Grossman,Penguin Books,2015-6-9,Hardcover,1280.0,4.4
753,Sonic / Mega Man: Worlds Collide: The Complete Epic,Sonic/Mega Man Scribes,Archie Comics,2016-1-26,Paperback,336.0,4.6
754,Where the Mountain Meets the Moon,Grace Lin,"Little, Brown Books for Young Readers",2011-4-12,Kindle,320.0,4.8
755,Winter (The Lunar Chronicles),Marissa Meyer,Square Fish,2018-1-30,Kindle,832.0,4.8
756,"The Tale of Despereaux: Being the Story of a Mouse, a Princess, Some Soup, and a Spool of Thread",Kate DiCamillo,Candlewick,2015-12-8,Paperback,272.0,4.5
757,Death's End (Remembrance of Earth's Past),Cixin Liu,Tor Books,2017-9-5,Hardcover,608.0,4.6
758,The Impossible Wizard: The Aegis of Merlin Book 1 (Volume 1),James E Wisher,Sand Hill Publishing,2017-4-22,Kindle,246.0,3.6
759,Magnus Chase and the Gods of Asgard Book 1 The Sword of Summer,Rick Riordan,Disney-Hyperion,2017-4-4,Paperback,544.0,4.6
760,"Bleach, Vol. 72",Tite Kubo,VIZ Media LLC,2018-3-6,Hardcover,192.0,2.5
761,Morning Star: Book 3 of the Red Rising Saga (Red Rising Series),Pierce Brown,Del Rey,2016-9-27,Hardcover,544.0,4.8
762,The Gender Game (Volume 1),Bella Forrest,CreateSpace Independent Publishing Platform,2016-9-24,Hardcover,416.0,4.4
763,The Stand,Stephen King,Anchor,2012-8-7,Hardcover,1200.0,4.6
764,Chill of the Ice Dragon: A Branches Book (Dragon Masters #9),Tracey West,Scholastic Inc.,2018-1-30,Kindle,96.0,4.1
765,Fighting Fantasy 02 Citadel Of Chaos (Puffin Adventure Gamebooks),Steve Jackson,Puffin,1983-6-7,Hardcover,208.0,4.4
766,The Convent's Secret (Glass and Steele),C.J. Archer,C.J. Archer,2018-3-4,Paperback,268.0,4.3
767,"The Lion, the Witch and the Wardrobe (The Chronicles of Narnia)",C. S. Lewis,HarperCollins,2008-1-2,Hardcover,208.0,4.7
768,"Trials of Apollo, The Book One The Hidden Oracle",Rick Riordan,Disney-Hyperion,2017-10-3,Hardcover,416.0,4.6
769,"The Titan's Curse (Percy Jackson and the Olympians, Book 3)",Rick Riordan,Disney-Hyperion,2008-4-8,Paperback,352.0,4.8
770,I Am Number Four (Lorien Legacies),Pittacus Lore,HarperCollins,2011-8-23,Hardcover,496.0,4.5
771,Sworn (Book #1 of the Vampire Legends),Emma Knight,Emma Knight,2017-3-24,Hardcover,103.0,3.0
772,Rise (Spelldrift: Coven of Fire) (Volume 1),Sierra Cross,Enigmatic Books,2017-4-17,Paperback,282.0,4.4
773,"The Lost Hero (Heroes of Olympus, Book 1)",Rick Riordan,Disney-Hyperion,2012-4-3,Kindle,592.0,4.8
774,The Snow Child: A Novel,Eowyn Ivey,Reagan Arthur / Back Bay Books,2012-11-6,Kindle,389.0,4.4
775,Fablehaven,Brandon Mull,Aladdin,2007-4-24,Kindle,384.0,4.7
776,Life of Pi,Yann Martel,Mariner Books,2003-5-1,Hardcover,326.0,4.4
777,Do Androids Dream of Electric Sheep?: The inspiration for the films Blade Runner and Blade Runner 2049,Philip K. Dick,Del Rey,1996-5-28,Hardcover,240.0,4.3
778,Warriors: The New Prophecy Box Set: Volumes 1 to 6: The Complete Second Series,Erin Hunter,HarperCollins,2015-3-17,Paperback,2176.0,4.8
779,"One Piece, Vol. 85",Eiichiro Oda,VIZ Media LLC,2018-2-6,Hardcover,192.0,5.0
780,Rat Queens Volume 4: High Fantasies,Kurtis J. Wiebe,Image Comics,2017-10-17,Kindle,128.0,3.8
781,"Horses, Unicorns and Pegasus Adult Coloring Book 1 (Volume 1)",Nick Snels,CreateSpace Independent Publishing Platform,2015-1-5,Kindle,84.0,4.0
782,Fantasists on Fantasy: A collection of Critical Reflections by Eighteen Masters of the Art,Robert H. Boyer,Avon Books,1984-2-1,Kindle,287.0,5.0
783,Storm Front (Dresden Files),Jim Butcher,Roc,2000-4-1,Paperback,372.0,4.4
784,"Divergent Series Four-Book Paperback Box Set: Divergent, Insurgent, Allegiant, Four",Veronica Roth,Katherine Tegen Books,2016-1-19,Paperback,2064.0,4.5
785,Kindred,Octavia E. Butler,Beacon Press,2003-0-0,Kindle,264.0,4.5
786,The Dark Forest (Remembrance of Earth's Past),Cixin Liu,Tor Books,2016-8-16,Paperback,512.0,4.6
787,"The House of Hades (Heroes of Olympus, The, Book Four) (The Heroes of Olympus)",Rick Riordan,Disney-Hyperion,2015-3-31,Hardcover,720.0,4.8
788,Jurassic Park: A Novel,Michael Crichton,Ballantine Books,2012-9-25,Hardcover,464.0,4.6
789,"The Power of Six (Lorien Legacies, Book 2)",Pittacus Lore,HarperCollins,2012-7-24,Kindle,448.0,4.6
790,James and the Giant Peach,Roald Dahl,Puffin Books,2007-8-16,Hardcover,176.0,4.6
791,"The Kill Order (Maze Runner, Book Four; Origin) (The Maze Runner Series)",James Dashner,Delacorte Press,2014-1-7,Kindle,384.0,4.4
792,Wormwood,D. H. Nevins,Black Wraith Books,2011-9-20,Paperback,418.0,4.3
793,"The Battle of the Labyrinth (Percy Jackson and the Olympians, Book 4)",Rick Riordan,Disney-Hyperion,2009-4-7,Kindle,400.0,4.8
794,The Gruffalo's Child,Julia Donaldson,Puffin Books,2007-3-1,Kindle,32.0,4.9
795,All My Witches (A Wicked Witches of the Midwest Fantasy) (Volume 5),Amanda M. Lee,CreateSpace Independent Publishing Platform,2017-12-6,Hardcover,212.0,3.7
796,"The Year's Best Science Fiction & Fantasy, 2009 Edition (Year's Best Science Fiction and Fantasy)",Rich Horton,Prime Books,2010-1-5,Hardcover,544.0,3.7
797,"Norse Mythology: An Adult Coloring Book with Fun, Beautiful, and Relaxing Coloring Pages",Jade Summer,CreateSpace Independent Publishing Platform,2017-9-1,Hardcover,126.0,4.8
798,X-Files: Origins (The X-Files),Matthew  Dow Smith,IDW Publishing,2017-2-21,Hardcover,140.0,
799,House of Leaves,Mark Z. Danielewski,Pantheon,2000-3-7,Hardcover,709.0,4.1
800,The Paper Bag Princess (Munsch for Kids),Robert Munsch,Annick Press,1980-5-1,Paperback,32.0,4.1
801,Love in the Time of Cholera (Oprah's Book Club),Gabriel Garcia Marquez,Vintage,2007-10-5,Paperback,368.0,4.0
802,"Bless Me, Ultima",Rudolfo Anaya,Warner Books,1994-4-1,Hardcover,262.0,4.4
803,Between the Walls of Night: The Gräzland Tales: Book 1 (Histories of the Vale) (Volume 1),Trevor V.W.,CreateSpace Independent Publishing Platform,2018-3-4,Kindle,144.0,5.0
804,Arcanum Unbounded: The Cosmere Collection,Brandon Sanderson,Tor Fantasy,2018-2-27,Hardcover,768.0,4.7
805,The Last Command (Star Wars: The Thrawn Trilogy),Timothy Zahn,Bantam,,Kindle,467.0,4.7
806,Lumberjanes Vol. 1: Beware The Kitten Holy,Noelle Stevenson,BOOM! Box,2015-4-7,Kindle,128.0,4.4
807,City of Bones (The Mortal Instruments),Cassandra Clare,Margaret K. McElderry Books,2015-9-1,Hardcover,544.0,4.4
808,Brisingr (The Inheritance Cycle),Christopher Paolini,Knopf Books for Young Readers,2010-4-13,Kindle,800.0,4.6
809,Shadows of Self: A Mistborn Novel,Brandon Sanderson,Tor Fantasy,2016-10-4,Hardcover,464.0,4.6
810,The Magician's Land: A Novel (Magicians Trilogy),Lev Grossman,Penguin Books,2015-6-9,Paperback,416.0,4.5
811,Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,Aladdin,1986-3-1,Kindle,240.0,4.7
812,Lost Library: A Paranormal Romance Series (The Lost Library Series) (Volume 1),Kate Baray,Catherine G Cobb,2014-4-22,Hardcover,260.0,4.3
813,"Portals, Passages & Pathways: Book 1: In the Land of Magnanthia (Volume 1)",B. R. Maul,CreateSpace Independent Publishing Platform,2014-4-24,Kindle,478.0,4.3
814,Leviathan Wakes,James S. A. Corey,Orbit,2011-6-15,Kindle,592.0,4.5
815,The Pillars of the Earth: A Novel (Kingsbridge),Ken Follett,Penguin Books,1990-7-9,Paperback,983.0,4.5
816,Super Friends: Flying High (DC Super Friends) (Step into Reading),Nick Eliopulos,Random House Books for Young Readers,2008-5-27,Paperback,32.0,4.6
817,Train Your Angry Dragon: Teach Your Dragon To Be Patient. A Cute Children Story To Teach Kids About Emotions and Anger Management. (Dragon Books for Kids) (My Dragon Books) (Volume 2),Steve Herman,DG Books Publishing,2018-1-22,Hardcover,44.0,4.6
818,The Princess in Black and the Perfect Princess Party,Shannon Hale,Candlewick,2016-4-12,Hardcover,96.0,4.9
819,Wicked: The Life and Times of the Wicked Witch of the West (Wicked Years),Gregory Maguire,Harper,2007-9-25,Kindle,560.0,3.8
820,Romeo and Juliet,William Shakespeare,CreateSpace Independent Publishing Platform,2017-11-23,Kindle,92.0,4.5
821,Bloodfire: Blood Destiny I (Volume 1),Helen Harper,CreateSpace Independent Publishing Platform,2013-7-25,Kindle,316.0,4.3
822,"Delicious in Dungeon, Vol. 4",Ryoko Kui,Yen Press,2018-2-27,Hardcover,192.0,4.6
823,Witchblood (Volume 1),Emma Mills,CreateSpace Independent Publishing Platform,2012-10-12,Hardcover,328.0,4.3
824,His Driven Domme (The Dungeon Fantasy Club) (Volume 4),Anya Summers,Blushing Books Publications,2016-7-14,Kindle,220.0,4.6
825,Fantasy Online: Hyperborea (Volume 1),Harmon Cooper,CreateSpace Independent Publishing Platform,2017-5-6,Hardcover,570.0,4.1
826,The Gender Game 2: The Gender Secret (Volume 2),Bella Forrest,CreateSpace Independent Publishing Platform,2016-11-21,Paperback,424.0,4.6
827,Hot and Badgered (The Honey Badgers),Shelly Laurenston,Kensington,2018-3-27,Hardcover,432.0,5.0
828,The Legend of Zelda: Twilight Princess Vol. 1,Akira Himekawa,VIZ Media LLC,2017-3-14,Kindle,200.0,4.7
829,Journal 29: Interactive Book Game,Dimitris Chassapakis,Primedia eLaunch LLC,2017-2-1,Kindle,148.0,4.6
830,Bone: The Complete Cartoon Epic in One Volume,Jeff Smith,Cartoon Books,,Hardcover,1344.0,4.6
831,Disney Dreams Collection Thomas Kinkade Studios Coloring Book,Thomas Kinkade,Andrews McMeel Publishing,2017-9-19,Paperback,128.0,4.7
832,The BFG,Roald Dahl,Puffin Books,2007-8-16,Kindle,224.0,4.7
833,Cat's Cradle: A Novel,Kurt Vonnegut,Dell Publishing,1998-9-8,Hardcover,304.0,4.3
834,Island of Glass (Guardians Trilogy),Nora Roberts,Berkley,2016-12-6,Kindle,352.0,4.8
835,"The Son of Neptune (Heroes of Olympus, Book 2)",Rick Riordan,Disney-Hyperion,2013-7-2,Paperback,560.0,4.8
836,Cress,Marissa Meyer,Square Fish,2015-1-27,Kindle,592.0,4.8
837,"Heroes of Olympus, The Book Three The Mark of Athena (The Heroes of Olympus)",Rick Riordan,Disney-Hyperion,2014-4-8,Kindle,672.0,4.8
838,Warriors #1: Into the Wild (Warriors: The Prophecies Begin),Erin Hunter,HarperCollins,2015-3-17,Kindle,320.0,4.8
839,The Killer Angels: The Classic Novel of the Civil War (Civil War Trilogy),Michael Shaara,Ballantine Books,1987-8-12,Kindle,355.0,4.7
840,Legend,Marie Lu,Speak,2013-4-16,Paperback,352.0,4.5
841,Binti,Nnedi Okorafor,Tor.com,2015-9-22,Kindle,96.0,4.5
842,Stories of Your Life and Others,Ted Chiang,Vintage,2016-6-14,Paperback,304.0,4.4
843,How to Hang a Witch,Adriana Mather,Ember,2017-9-12,Kindle,368.0,4.8
844,"Harry Potter and the Cursed Child, Parts One and Two: The Official Playscript of the Original West End Production",J.K. Rowling,Arthur A. Levine Books,2017-7-25,Hardcover,336.0,3.8
845,The Once and Future King,T. H. White,Ace Books,,Hardcover,639.0,4.2
846,Hotbloods (Volume 1),Bella Forrest,CreateSpace Independent Publishing Platform,2017-11-26,Hardcover,350.0,4.4
847,The Trouble with Twelfth Grave: A Charley Davidson Novel (Charley Davidson Series),Darynda Jones,St. Martin's Paperbacks,2018-2-27,Paperback,304.0,4.7
848,"Sonatas, Fantasias & Rondos, Vol 2 (Kalmus Edition)",Carl Philipp Emanuel Bach,Alfred Music,1985-3-1,Kindle,108.0,
849,The Night Circus,Erin Morgenstern,Anchor Books,2012-7-3,Paperback,516.0,4.4
850,Howl's Moving Castle,Diana Wynne Jones,Greenwillow Books,2008-4-22,Hardcover,448.0,4.7
851,Scarlet,Marissa Meyer,Square Fish,2014-0-0,Hardcover,512.0,4.7
852,The Year's Best Fantasy and Horror: Eighteenth Annual Collection (Year's Best Fantasy & Horror (Paperback)),Ellen Datlow,St. Martin's Griffin,2005-8-1,Kindle,608.0,3.8
853,"Water, Book One of the Akasha Series",Terra Harmony,CreateSpace Independent Publishing Platform,2012-7-13,Paperback,292.0,3.5
854,The Chosen: A Novel of the Black Dagger Brotherhood,J.R. Ward,Ballantine Books,2017-9-26,Paperback,576.0,4.7
855,Fledgling: The Shapeshifter Chronicles (Volume 1),Natasha Brown,Natasha S Brown,2012-1-15,Hardcover,242.0,4.1
856,ONSET: To Serve and Protect (Volume 1),Glynn Stewart,Faolan's Pen Publishing Inc.,2016-11-29,Kindle,400.0,4.5
857,Darkstalker (Wings of Fire: Legends),Tui T. Sutherland,Scholastic Inc.,2017-11-28,Paperback,400.0,4.8
858,The Prince and the Dressmaker,Jen Wang,First Second,2018-2-13,Hardcover,288.0,4.7
859,The Essential Calvin and Hobbes: a Calvin and Hobbes Treasury,Bill Watterson,Andrews McMeel Publishing,1988-0-0,Hardcover,256.0,4.8
860,Between Shades of Gray,Ruta Sepetys,Speak,2012-4-3,Paperback,384.0,4.7
861,The Wind Through the Keyhole: The Dark Tower IV-1/2,Stephen King,Scribner,2016-12-6,Hardcover,320.0,4.6
862,"The Shadow Throne (The Ascendance Trilogy, Book 3): Book 3 of The Ascendance Trilogy",Jennifer A. Nielsen,Scholastic Paperbacks,2015-1-27,Paperback,336.0,4.7
863,The Watchmaker's Daughter (Glass and Steele),C.J. Archer,C.J. Archer,2017-11-7,Hardcover,300.0,4.3
864,Ishmael:A Novel,Daniel Quinn,Bantam,1995-5-1,Kindle,263.0,4.6
865,Armada: A novel by the author of Ready Player One,Ernest Cline,Broadway Books,2016-4-12,Paperback,384.0,3.6
866,The Martian,Andy Weir,Broadway Books,2014-10-28,Hardcover,387.0,4.7
867,"7: The Dark Tower VII (The Dark Tower, Book 7)",Stephen King,Pocket Books,2006-9-1,Hardcover,1072.0,4.5
868,Gwendy's Button Box: A Novella,Stephen King,Gallery Books,2017-10-31,Kindle,176.0,4.3
869,"The Dark Tower V: The Wolves of the Calla (The Dark Tower, Book 5)",Stephen King,Pocket Books,2006-2-1,Hardcover,960.0,4.6
870,Annihilation: A Novel: Movie Tie-In Edition (The Southern Reach Trilogy),Jeff VanderMeer,MCD x FSG Originals,2018-2-13,Paperback,208.0,3.6
